,InvoiceID,Barcode
17711,VN0107020102230007,"2010803000273, 2010805000202"
17712,VN0107020102230008,"5900020027948, 8851019500195"
17713,VN0107020102230009,"8859578600257, 9556001222343"
17714,VN0107020102230010,"2010803000167, 89686010947"
17715,VN0107020102230011,"8935001282280, 2010101000005, 8934803043075, 2250103000058"
17716,VN0107020102230012,"6921294337969, 8936036025576"
17717,VN0107020102230013,"8936149340047, 2010805000028, 8935001214236"
17718,VN0107020102230016,"8936079120092, 8934804036458, 8936079122348, 8936036027877"
17719,VN0107020102230020,"8934563151157, 8934563805159"
17720,VN0107020102230021,"8938503131773, 8936079142018, 2701020000053, 9556001027252, 9556001227539"
17721,VN0107020102230022,"260501000011, 2010805000028"
17722,VN0107020102230023,"2701020000053, 9556001027252, 9556001227539, 8852023670805, 8850453016217"
17723,VN0107020102230025,"8934588873058, 8935001214236"
17724,VN0107020102230026,"8935117702115, 8934822101336"
17725,VN0107020102230027,"2701020000015, 2701020000022, 8934591001042"
17726,VN0107020102230029,"8935049501657, 4902102038720"
17727,VN0108010102230001,"8934677034117, 8935004401268, 9556182104018"
17728,VN0108010102230002,"8934563651138, 8934588873102"
17729,VN0108010102230003,"8935049500698, 8935001282266, 8997035600638"
17730,VN0108010102230005,"8850157405331, 8936104380316, 8934563619138, 8938500432835, 8935012443380, 8858702402187"
17731,VN0108010102230006,"8934673574341, 8934673101097"
17732,VN0108010102230007,"8935049510147, 8936100290640, 31146150601, 8936034876118, 8934588873102, 8935311101974"
17733,VN0108010102230009,"8859578600257, 8938501434012"
17734,VN0108010102230010,"8934588063060, 8936010681729, 8850163000100, 8935049500698, 8935049500698, 8936011779555, 8936104380163, 8936011775502"
17735,VN0108010102230012,"260501001287, 2260501000109, 2260501000048, 2605010128867, 260501012885, 2605010128881, 2605010128874"
17736,VN0108010102230013,"4806534410003, 8934563151157"
17737,VN0108010102230015,"8934588183133, 8858702437400"
17738,VN0108010102230018,"2010901000274, 9556001027252"
17739,VN0108010102230019,"2010101000005, 8935049510680"
17740,VN0108010102230020,"8936010532090, 2230103000098, 2010903000135, 2010904000004, 8858702402187, 8935001282365"
17741,VN0108010102230021,"6924743926523, 8934588063053, 6924743926530, 2010101000005, 8999178654332, 8934772225076"
17742,VN0108010102230024,"8935005800015, 8934804034058"
17743,VN0108010102230025,"2010101000012, 8934588232114"
17744,VN0108010102230026,"8934588063053, 8857099003755, 8935112200005"
17745,VN0108010102230027,"8934803043129, 8936079120276"
17746,VN0108010102230028,"8935049500148, 8934588132117, 8934588012112, 8936127794107, 8936127794206"
17747,VN0108010102230029,"9556001027252, 8936079121778, 4897036692257, 8936036028751, 8934588712081, 8936127791113, 8801382148500, 8938503932011"
17748,VN0108010102230031,"8934588063053, 8936031835538, 8934563619138, 8934564600357, 8936076270295, 8934588873058"
17749,VN0108010102230032,"8801104170116, 2702010000077, 8936076270295"
17750,VN0108010102230033,"8936076270172, 8936127794107, 8936127794404"
17751,VN0108010102230038,"8801104940023, 2701020000022, 2701020000046, 2010903000135, 8934804025766"
17752,VN0108010102230041,"2010902000198, 8934804025766"
17753,VN0108010102230044,"8934588063053, 769828221591, 8801104940146, 260501001287, 8936076270295"
17754,VN0108010102230045,"2010901000243, 2701020000015"
17755,VN0108010102230049,"8934614030424, 8934563653132, 2270102000026, 2701020000046, 2701020000053"
17756,VN0108010102230051,"2701020000046, 8936104380163"
17757,VN0108010102230052,"2701020000046, 8934804025766, 8936127796019"
17758,VN0108010102230053,"8934614030424, 2701030000074, 8934614031063"
17759,VN0108010102230055,"2701020000015, 8935001282327"
17760,VN0108010102230058,"2701020000022, 8935049500698"
17761,VN0108010102230059,"8935049500506, 8935001282327"
17762,VN0108010102230060,"2701020000046, 8934564600807"
17763,VN0108010102230064,"2010101000005, 8934564600869"
17764,VN0108010102230065,"8938503131117, 8936076270462, 2010805000028"
17765,VN0108010102230069,"8935049501657, 8938503000017, 2010101000005, 8801068038262"
17766,VN0108010102230070,"8908009419637, 2010904000028, 8938503932011"
17767,VN0108010102230071,"2702010000060, 8934588873058"
17768,VN0108010102230072,"260501001287, 260501012885, 2605010128881"
17769,VN0108010102230074,"8934563651138, 8935001282280, 2010101000005, 8934588012112"
17770,VN0108010102230075,"8935001282310, 8935001282327"
17771,VN0108010102230077,"8934804037783, 8801136361773"
17772,VN0108010102230079,"2701010000056, 2701010000018"
17773,VN0108010102230083,"8934588640445, 8936079140021, 8888296038585"
17774,VN0108010102230084,"2270202000056, 8935049501374, 2701020000022, 2010101000005, 8936049051715, 2010803000112"
17775,VN0108010102230085,"107068781510, 8936049051715"
17776,VN0108010102230086,"2701020000022, 2270102000033"
17777,VN0108010102230088,"2010901000120, 9556001216144"
17778,VN0108010102230089,"8851932028103, 8934755010439"
17779,VN0108010102230090,"8934803026078, 8936079122249"
17780,VN0108010102230093,"8936104380316, 8936076270295"
17781,VN0108010102230094,"2080101000985, 2010805000028"
17782,VN0108010102230096,"8934563655136, 2701020000015, 8934803042276"
17783,VN0108010102230097,"8935049500148, 2701020000022, 2010805000226, 2010906000095"
17784,VN0108010102230100,"8850157511681, 8851019310190"
17785,VN0108010102230103,"2010902000228, 2010902000198, 2701020000015, 2703010000036, 2701020000053, 8857099003755"
17786,VN0108010102230105,"8934563670139, 8934588063053, 8934563651138, 8938500432835, 8935001282365"
17787,VN0108010102230109,"8935001714316, 8934564600838"
17788,VN0108010102230113,"93613590, 9555192506485"
17789,VN0108010102230115,"2701020000015, 2701020000022, 8851932028103, 8850157500371, 8934564600807, 8936127794107"
17790,VN0108010102230116,"2010902000228, 2010805000028"
17791,VN0108010102230118,"8935049500698, 8858223013039"
17792,VN0108010102230123,"8809041428925, 8935112200005, 4901681741021, 4901681590612"
17793,VN0108010102230124,"8936010532113, 2010101000005"
17794,VN0108010102230125,"2701020000015, 8936010532090"
17795,VN0108010102230126,"2010902000228, 2270103000100, 8936076270295"
17796,VN0108010102230128,"8851932413886, 8850125090538, 8935217440702"
17797,VN0108010102230129,"8936079140076, 8934804042756"
17798,VN0108010102230131,"8934803043884, 8934803044584, 8936127790017"
17799,VN0108010102230132,"2705010000016, 8938545001010"
17800,VN0108010102230135,"8936127796019, 8936127796019"
17801,VN0108010102230136,"8938508668212, 8938508668328"
17802,VN0108010102230143,"8935049500711, 8935049500711"
17803,VN0108010102230144,"8934803026078, 8934803012880"
17804,VN0108010102230146,"8936010681361, 8936079122331"
17805,VN0108010102230147,"8935001282266, 2010101000005"
17806,VN0108010102230148,"2010809000253, 8934588063053, 8801073210363, 8858702437424"
17807,VN0108010102230149,"2705010000016, 8934588293054"
17808,VN0108010102230150,"8858702403689, 8936127796019"
17809,VN0108010102230151,"4710911033733, 2010805000363"
17810,VN0108010102230152,"8936010532106, 8934588873058"
17811,VN0108010102230153,"8934563651138, 8934804043081"
17812,VN0108010102230154,"8936010681361, 8936049051609, 8936034875357"
17813,VN0108010102230155,"2010902000198, 8935005800015, 8938500432781, 8936049051715"
17814,VN0108010102230156,"2701020000060, 8935001282266"
17815,VN0108010102230158,"5052197036190, 8934680011495"
17816,VN0108010102230160,"8938500432774, 8938500432781, 8934588673139"
17817,VN0108010102230161,"8935001282310, 8857099003755, 8857099003274, 8936079121020, 8934588223556, 2010101000005"
17818,VN0108010102230162,"2010809000253, 2270103000025, 8809041428925, 2010803000181"
17819,VN0108010102230164,"8936079121020, 8934588223556, 2010101000005"
17820,VN0108010102230165,"2010101000005, 8934803026078, 8934588873058"
17821,VN0108010102230169,"8850393991926, 2010903000098"
17822,VN0108010102230172,"5900020033956, 8857099003274"
17823,VN0108010102230174,"8850157400107, 8888296038585, 8850011061253, 8936013680521"
17824,VN0108010102230176,"8936110050715, 8938502003989"
17825,VN0108010102230177,"769828221591, 8801104940023"
17826,VN0108010102230183,"8851932028103, 9556001260895"
17827,VN0108010102230186,"2701020000060, 8935001282266, 8935023911137, 8801068038262"
17828,VN0108010102230188,"8935049500698, 8934803043129"
17829,VN0108010102230189,"2010902000228, 8934673574341"
17830,VN0108010102230191,"8934563138165, 8934803024814, 8934803043259, 8934803042276, 8801136361933, 8934673101097, 8934673101097"
17831,VN0108010102230194,"8935001282310, 8857099003274"
17832,VN0108010102230199,"2010902000228, 2010904000035, 2010904000141, 2702010000039"
17833,VN0108010102230200,"2270102000033, 8936104380163, 8936034875357, 2010805000028"
17834,VN0108010102230202,"8935049500544, 8934803043785, 8934803043259"
17835,VN0108010102230204,"8934563151157, 8935001282266"
17836,VN0108010102230205,"8934564600838, 2701020000060"
17837,VN0108010102230206,"2230103000098, 8936036029178"
17838,VN0108010102230207,"8934564600357, 8934803012880, 8934803043129"
17839,VN0108010102230208,"8936136164403, 8936136164694"
17840,VN0108010102230210,"5200701002654, 8934588293054"
17841,VN0108010102230211,"2270301000322, 8934588013133"
17842,VN0108010102230214,"2270102000033, 8935001282266, 8938512932071"
17843,VN0108010102230217,"8801062267712, 8801073210776"
17844,VN0108010102230219,"8850157405331, 8934563655136, 8938500432774, 8936147110192, 8936034875357"
17845,VN0108010102230224,"4000512008903, 686464100311"
17846,VN0108010102230225,"8934822171216, 8936036027877"
17847,VN0108010102230226,"8850157400190, 8935049510659"
17848,VN0108010102230228,"8936010532113, 8934803043129"
17849,VN0108010102230230,"6920354823916, 8934563651138, 2602010136625, 107068781510, 95506500, 8936009052042, 8934804037806, 8934804027784, 8934563619138, 2010904000035"
17850,VN0108010102230231,"8934680012652, 8934803044584"
17851,VN0108010102230232,"2010101000005, 4983435728106, 8801382148630, 8809351209948"
17852,VN0108010102230234,"8936049052378, 8936036028119"
17853,VN0108010102230235,"8935049510673, 8935049510680"
17854,VN0108010102230236,"8936010532106, 8935112200005"
17855,VN0108010102230239,"8934588503054, 2010805000028"
17856,VN0108010102230240,"2010101000005, 8934588232114, 2010805000028"
17857,VN0108010102230243,"8936127796019, 8936127796019"
17858,VN0108010102230244,"8936010532090, 8935001282266, 8934588223556"
17859,VN0108010102230246,"8936036029178, 8936079122331"
17860,VN0108010102230249,"8935030219790, 8801104122504"
17861,VN0108010102230250,"8934563619138, 8936147110192"
17862,VN0108010102230251,"8934588183133, 8934588232114"
17863,VN0108010102230252,"765444406558, 8934564600173, 8934680011501"
17864,VN0108010102230254,"8938502525344, 8850157500371"
17865,VN0108010102230255,"8936011779777, 4710117601637, 8935217440207"
17866,VN0108010102230256,"8809472725181, 8936000910983"
17867,VN0108010102230260,"8935001282433, 8935006359314, 8934588232114"
17868,VN0108010102230261,"8938530482015, 8936127794206"
17869,VN0108010102230266,"8850157405331, 8934822220112"
17870,VN0108010102230270,"2010805000363, 2010805000028"
17871,VN0108010102230271,"8850393991926, 8857099003755, 8935001214236"
17872,VN0108010102230272,"2010101000005, 8809041428925"
17873,VN0108010102230276,"8935049510895, 8935001214236"
17874,VN0108010102230278,"8934588063053, 8858702437738, 8858702410847, 8850157514996, 8935313000251, 8934804034058, 8934803012880, 8936079122249"
17875,VN0108010102230280,"2010101000005, 8908009419651"
17876,VN0108010102230282,"8934755035289, 4806534410003"
17877,VN0109010102230001,"8934822121211, 8934822101336"
17878,VN0109010102230008,"8934588063053, 9300682016278"
17879,VN0109010102230009,"8934588063053, 2010101000005"
17880,VN0109010102230010,"2010101000005, 8934822101336"
17881,VN0109010102230011,"8934564300127, 8935049501374, 8935049510857"
17882,VN0109010102230013,"8934563619138, 8934564600692, 8936049051609"
17883,VN0109010102230014,"8935001714934, 8850157000864, 8850157400206"
17884,VN0109010102230016,"8938503000079, 8935005801043"
17885,VN0109010102230020,"2010403000123, 8935049501190, 8935049501190"
17886,VN0109010102230021,"2010403000185, 8850228003022"
17887,VN0109010102230022,"8934563619138, 2010803000181"
17888,VN0109010102230026,"8936010532120, 8934563550196"
17889,VN0109010102230027,"8938502525368, 8935049501633"
17890,VN0109010102230029,"8934964120127, 5904941751784"
17891,VN0109010102230031,"8934588013065, 8934822101336"
17892,VN0109010102230032,"8803628631012, 250302000017, 2010101000005, 8801767336720"
17893,VN0109010102230033,"8934588023132, 8934588022111"
17894,VN0109010102230036,"250302000187, 8850987101496"
17895,VN0109010102230037,"4902888210617, 8808024028824"
17896,VN0109010102230038,"8936079140021, 2010101000005, 8935217410507, 2010805000028"
17897,VN0109010102230039,"8938502525368, 8935006353152, 8936036021660"
17898,VN0109010102230043,"8935049501527, 2010101000005, 8938512632032, 2010803000112"
17899,VN0109010102230044,"8935001282266, 8934564600357"
17900,VN0109010102230045,"2701010000056, 2270101000560, 2010101000005, 8934588672118"
17901,VN0109010102230048,"8936185351366, 8936185351410, 8936079280208, 8858223008479"
17902,VN0109010102230049,"8934588063060, 8809005028970, 8935049510680"
17903,VN0109010102230052,"8935001282310, 8938531758225, 8935001215028"
17904,VN0109010102230053,"8999178770124, 8934588063053"
17905,VN0109010102230054,"8936049051630, 8801073211063, 8935311101974"
17906,VN0109010102230057,"2010101000005, 4710085232819, 8801043059701, 2010803000112"
17907,VN0109010102230058,"8851932115919, 8936049051647, 8936049051609, 8938512632032, 2010805000288"
17908,VN0109010102230059,"8935001712305, 8938512632032"
17909,VN0109010102230063,"8934588063053, 8936010532120, 2010101000005"
17910,VN0109010102230064,"8938530482046, 8801062876150"
17911,VN0109010102230065,"8934755035180, 8934803043785"
17912,VN0109010102230066,"8851932439169, 8857099003885, 8850389106273, 8935112200005"
17913,VN0109010102230067,"8935117702030, 8935049510864, 8934564600173"
17914,VN0109010102230068,"8934588023132, 8935236000192, 8934755035333, 8935107201970, 8934563619138, 8934588233074, 8935136863446"
17915,VN0109010102230071,"2260501000123, 8935049501503, 8934563651138, 2010101000005, 260201013661"
17916,VN0109010102230072,"8935001282310, 8935001282433, 2010101000005, 2260101000134"
17917,VN0109010102230074,"8938502525368, 8935049510857"
17918,VN0109010102230077,"8934588063060, 8934755035180"
17919,VN0109010102230079,"770795101007, 8936185350130"
17920,VN0109010102230082,"2601010000172, 8934563138165, 2010803000112"
17921,VN0109010102230084,"2010101000005, 8934588673139, 8934588673139"
17922,VN0109010102230086,"8935049501541, 2010101000005, 8934803012880, 8936036029192"
17923,VN0109010102230088,"8936049051647, 8936034876101, 8934563177171"
17924,VN0109010102230089,"8935049510857, 8934822121211"
17925,VN0109010102230090,"8934563619138, 8936049051715, 8936049051647, 8936034876101, 8935311100472"
17926,VN0109010102230091,"8935049500148, 2010101000005, 8934588232114, 8934588172113, 8934588653056"
17927,VN0109010102230093,"8850157400107, 2010101000005, 8934803042276, 8801100129347"
17928,VN0109010102230095,"8936094291005, 8934822171216"
17929,VN0109010102230096,"8000500010709, 8934563619138, 8934563638139, 8934803043884, 8934563177171"
17930,VN0109010102230098,"8936025774027, 8936025774027"
17931,VN0109010102230100,"8850157405331, 8936049051715"
17932,VN0109010102230101,"8936025774027, 8936025774027"
17933,VN0109010102230102,"8850157402231, 2010403000185, 8936010541337"
17934,VN0109010102230103,"8934564300233, 2010403000185, 8850228005521, 8934588712081"
17935,VN0109010102230106,"8934588063060, 8850157400190, 8000500010709, 8858223008479, 8934803043891, 8934803044027, 8850228003046, 8801048181292, 8934822271213, 8934822121211, 8801382148500"
17936,VN0109010102230108,"8850006946121, 8936127790017"
